"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: charsetName","Param: size"
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate","avgt",1,5,1603.748470,53.772265,"MB/sec",US-ASCII,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate.norm","avgt",1,5,488.000083,0.000003,"B/op",US-ASCII,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space","avgt",1,5,1603.782203,80.500306,"MB/sec",US-ASCII,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space.norm","avgt",1,5,488.025745,24.683135,"B/op",US-ASCII,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space","avgt",1,5,0.004666,0.008358,"MB/sec",US-ASCII,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space.norm","avgt",1,5,0.001418,0.002516,"B/op",US-ASCII,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.count","avgt",1,5,182.000000,NaN,"counts",US-ASCII,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.time","avgt",1,5,52.000000,NaN,"ms",US-ASCII,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes","avgt",1,5,1712.799678,84.813096,"ns/op",US-ASCII,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate","avgt",1,5,1512.117949,76.912512,"MB/sec",US-ASCII,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate.norm","avgt",1,5,4088.000740,0.000037,"B/op",US-ASCII,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space","avgt",1,5,1514.808800,147.999262,"MB/sec",US-ASCII,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space.norm","avgt",1,5,4094.996003,274.499419,"B/op",US-ASCII,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space","avgt",1,5,0.004357,0.007622,"MB/sec",US-ASCII,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space.norm","avgt",1,5,0.011737,0.020009,"B/op",US-ASCII,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.count","avgt",1,5,171.000000,NaN,"counts",US-ASCII,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.time","avgt",1,5,60.000000,NaN,"ms",US-ASCII,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes","avgt",1,5,51.059527,1.410864,"ns/op",ISO-8859-1,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate","avgt",1,5,1091.475696,33.360733,"MB/sec",ISO-8859-1,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate.norm","avgt",1,5,88.000022,0.000003,"B/op",ISO-8859-1,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space","avgt",1,5,1098.117609,76.202369,"MB/sec",ISO-8859-1,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space.norm","avgt",1,5,88.536057,5.698279,"B/op",ISO-8859-1,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space","avgt",1,5,0.004800,0.007011,"MB/sec",ISO-8859-1,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space.norm","avgt",1,5,0.000387,0.000570,"B/op",ISO-8859-1,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.count","avgt",1,5,124.000000,NaN,"counts",ISO-8859-1,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.time","avgt",1,5,38.000000,NaN,"ms",ISO-8859-1,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes","avgt",1,5,59.428203,7.966841,"ns/op",ISO-8859-1,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate","avgt",1,5,1275.892351,195.856566,"MB/sec",ISO-8859-1,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate.norm","avgt",1,5,120.000026,0.000004,"B/op",ISO-8859-1,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space","avgt",1,5,1279.951046,146.344855,"MB/sec",ISO-8859-1,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space.norm","avgt",1,5,120.432890,8.432507,"B/op",ISO-8859-1,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space","avgt",1,5,0.004619,0.007249,"MB/sec",ISO-8859-1,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space.norm","avgt",1,5,0.000432,0.000647,"B/op",ISO-8859-1,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.count","avgt",1,5,145.000000,NaN,"counts",ISO-8859-1,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.time","avgt",1,5,45.000000,NaN,"ms",ISO-8859-1,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes","avgt",1,5,164.919882,6.846960,"ns/op",ISO-8859-1,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate","avgt",1,5,1843.211499,74.926634,"MB/sec",ISO-8859-1,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate.norm","avgt",1,5,480.000072,0.000009,"B/op",ISO-8859-1,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space","avgt",1,5,1841.891208,84.786681,"MB/sec",ISO-8859-1,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space.norm","avgt",1,5,479.678175,22.407817,"B/op",ISO-8859-1,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space","avgt",1,5,0.004519,0.006936,"MB/sec",ISO-8859-1,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space.norm","avgt",1,5,0.001179,0.001838,"B/op",ISO-8859-1,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.count","avgt",1,5,208.000000,NaN,"counts",ISO-8859-1,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.time","avgt",1,5,58.000000,NaN,"ms",ISO-8859-1,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes","avgt",1,5,1454.376491,75.342994,"ns/op",ISO-8859-1,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate","avgt",1,5,1777.972170,83.806872,"MB/sec",ISO-8859-1,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate.norm","avgt",1,5,4080.000628,0.000032,"B/op",ISO-8859-1,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space","avgt",1,5,1781.018117,66.606806,"MB/sec",ISO-8859-1,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space.norm","avgt",1,5,4087.335547,195.184756,"B/op",ISO-8859-1,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space","avgt",1,5,0.004363,0.007511,"MB/sec",ISO-8859-1,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space.norm","avgt",1,5,0.010038,0.017593,"B/op",ISO-8859-1,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.count","avgt",1,5,201.000000,NaN,"counts",ISO-8859-1,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.time","avgt",1,5,66.000000,NaN,"ms",ISO-8859-1,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes","avgt",1,5,51.693575,1.610212,"ns/op",UTF-8,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate","avgt",1,5,1075.782487,39.906217,"MB/sec",UTF-8,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate.norm","avgt",1,5,88.000023,0.000003,"B/op",UTF-8,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space","avgt",1,5,1069.282840,86.396702,"MB/sec",UTF-8,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space.norm","avgt",1,5,87.472322,7.222344,"B/op",UTF-8,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space","avgt",1,5,0.004724,0.007232,"MB/sec",UTF-8,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space.norm","avgt",1,5,0.000387,0.000597,"B/op",UTF-8,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.count","avgt",1,5,121.000000,NaN,"counts",UTF-8,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.time","avgt",1,5,37.000000,NaN,"ms",UTF-8,4
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes","avgt",1,5,60.232549,1.767569,"ns/op",UTF-8,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate","avgt",1,5,1261.040832,43.291851,"MB/sec",UTF-8,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate.norm","avgt",1,5,120.000026,0.000004,"B/op",UTF-8,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space","avgt",1,5,1256.876727,100.370714,"MB/sec",UTF-8,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space.norm","avgt",1,5,119.601159,7.936423,"B/op",UTF-8,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space","avgt",1,5,0.004576,0.007425,"MB/sec",UTF-8,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space.norm","avgt",1,5,0.000436,0.000709,"B/op",UTF-8,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.count","avgt",1,5,142.000000,NaN,"counts",UTF-8,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.time","avgt",1,5,42.000000,NaN,"ms",UTF-8,20
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes","avgt",1,5,159.427489,8.422851,"ns/op",UTF-8,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate","avgt",1,5,1905.609503,102.261591,"MB/sec",UTF-8,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate.norm","avgt",1,5,480.000070,0.000011,"B/op",UTF-8,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space","avgt",1,5,1911.556905,148.182999,"MB/sec",UTF-8,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space.norm","avgt",1,5,481.483238,21.738060,"B/op",UTF-8,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space","avgt",1,5,0.004589,0.006686,"MB/sec",UTF-8,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space.norm","avgt",1,5,0.001159,0.001731,"B/op",UTF-8,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.count","avgt",1,5,216.000000,NaN,"counts",UTF-8,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.time","avgt",1,5,60.000000,NaN,"ms",UTF-8,200
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes","avgt",1,5,1350.229058,69.483579,"ns/op",UTF-8,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate","avgt",1,5,1911.797463,113.033201,"MB/sec",UTF-8,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.alloc.rate.norm","avgt",1,5,4080.000601,0.000117,"B/op",UTF-8,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space","avgt",1,5,1919.615692,102.536532,"MB/sec",UTF-8,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Eden_Space.norm","avgt",1,5,4096.795512,77.656892,"B/op",UTF-8,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space","avgt",1,5,0.004423,0.007222,"MB/sec",UTF-8,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.churn.Survivor_Space.norm","avgt",1,5,0.009430,0.015270,"B/op",UTF-8,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.count","avgt",1,5,217.000000,NaN,"counts",UTF-8,2000
"com.openkappa.runtime.ascii.AsciiString.stringFromBytes:·gc.time","avgt",1,5,72.000000,NaN,"ms",UTF-8,2000
