0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,33482
11,0
12,0
13,3
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,585855
33,1188
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,44
42,0
43,0
44,47069
45,401
46,28968
47,0
48,104
49,626
50,452
51,243
52,192
53,142
54,128
55,112
56,110
57,106
58,8578
59,9899
60,0
61,0
62,0
63,3240
64,0
65,11070
66,4702
67,75
68,2772
69,1389
70,947
71,9526
72,1524
73,13921
74,8222
75,2088
76,946
77,3583
78,2490
79,1976
80,2428
81,0
82,1041
83,4589
84,2547
85,794
86,2018
87,0
88,0
89,0
90,1507
91,0
92,0
93,0
94,0
95,0
96,0
97,274307
98,31289
99,16396
100,107056
101,259225
102,1578
103,46329
104,23122
105,262126
106,142546
107,69598
108,65219
109,89376
110,127096
111,244928
112,56310
113,0
114,103954
115,127535
116,97606
117,105142
118,109668
119,0
120,1
121,1
122,41388
123,0
124,0
125,0
126,0
127,0
128,60
129,0
130,0
131,0
132,0
133,0
134,19
135,0
136,217
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,2
145,0
146,0
147,0
148,1
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,30
157,29
158,0
159,0
160,207
161,36515
162,0
163,0
164,0
165,0
166,21834
167,0
168,21280
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,7321
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,1190
188,0
189,61
190,13221
191,1190
192,0
193,0
194,0
195,50673
196,0
197,50004
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,60
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,1190
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
