0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,10394
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,65
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,19
0,40,0
0,41,9782
0,42,0
0,43,152
0,44,11
0,45,0
0,46,39
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,2
0,59,2
0,60,0
0,61,0
0,62,0
0,63,2
1,0,0
1,1,1587
1,2,1362
1,3,13
1,4,586
1,5,355
1,6,308
1,7,2922
1,8,2391
1,9,1762
1,10,1966
1,11,237
1,12,234
1,13,1060
1,14,319
1,15,188
1,16,235
1,17,0
1,18,232
1,19,1108
1,20,270
1,21,51
1,22,573
1,23,0
1,24,2
1,25,115
1,26,482
1,27,550
1,28,412
1,29,327
1,30,57
1,31,0
1,32,0
1,33,4016
1,34,5195
1,35,1447
1,36,10608
1,37,2188
1,38,36
1,39,5315
1,40,895
1,41,19379
1,42,6151
1,43,9843
1,44,2700
1,45,7292
1,46,16921
1,47,20159
1,48,11722
1,49,0
1,50,9386
1,51,22472
1,52,6364
1,53,9419
1,54,5755
1,55,0
1,56,0
1,57,0
1,58,5955
1,59,0
1,60,0
1,61,0
1,62,0
1,63,0
2,0,778
2,1,25928
2,2,0
2,3,676
2,4,15
2,5,0
2,6,0
2,7,0
2,8,1
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,15,0
2,16,0
2,17,0
2,18,0
2,19,0
2,20,0
2,21,0
2,22,0
2,23,0
2,24,5
2,25,16
2,26,37
2,27,1445
2,28,22
2,29,20
2,30,0
2,31,0
2,32,0
2,33,0
2,34,0
2,35,347
2,36,7976
2,37,2201
2,38,2
2,39,0
2,40,0
2,41,0
2,42,0
2,43,0
2,44,122
2,45,0
2,46,5
2,47,0
2,48,1065
2,49,2
2,50,0
2,51,0
2,52,0
2,53,71
2,54,0
2,55,0
2,56,785
2,57,0
2,58,0
2,59,0
2,60,0
2,61,0
2,62,0
2,63,0
3,0,3
3,1,0
3,2,0
3,3,4035
3,4,2
3,5,3572
3,6,0
3,7,0
3,8,7
3,9,0
3,10,0
3,11,0
3,12,2
3,13,0
3,14,1
3,15,0
3,16,2
3,17,0
3,18,0
3,19,0
3,20,2
3,21,0
3,22,0
3,23,0
3,24,26
3,25,8
3,26,10
3,27,5
3,28,14
3,29,5
3,30,0
3,31,0
3,32,2
3,33,4
3,34,75
3,35,0
3,36,3
3,37,0
3,38,0
3,39,0
3,40,209
3,41,7091
3,42,7089
3,43,0
3,44,2743
3,45,0
3,46,0
3,47,0
3,48,0
3,49,0
3,50,0
3,51,0
3,52,0
3,53,0
3,54,0
3,55,0
3,56,0
3,57,0
3,58,0
3,59,0
3,60,48
3,61,0
3,62,0
3,63,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,205
4,5,1278
4,6,0
4,7,0
4,8,0
4,9,1430
4,10,0
4,11,0
4,12,0
4,13,7
4,14,0
4,15,0
4,16,0
4,17,578
4,18,0
4,19,0
4,20,0
4,21,362
4,22,0
4,23,0
4,24,625
4,25,323
4,26,25
4,27,77
4,28,14
4,29,3083
4,30,0
4,31,0
4,32,33621
4,33,494
4,34,0
4,35,0
4,36,286
4,37,1562
4,38,0
4,39,0
4,40,0
4,41,1901
4,42,0
4,43,0
4,44,3846
4,45,209
4,46,2385
4,47,0
4,48,12
4,49,256
4,50,12
4,51,11
4,52,9
4,53,1121
4,54,7
4,55,5
4,56,5
4,57,320
4,58,206
4,59,831
4,60,0
4,61,169
4,62,0
4,63,240
5,0,0
5,1,222
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,4
5,9,217
5,10,0
5,11,6
5,12,0
5,13,1070
5,14,1
5,15,0
5,16,0
5,17,254
5,18,0
5,19,2
5,20,5
5,21,51
5,22,0
5,23,1
5,24,3
5,25,684
5,26,11
5,27,185
5,28,45
5,29,112
5,30,11
5,31,0
5,32,0
5,33,982
5,34,410
5,35,788
5,36,4937
5,37,4896
5,38,113
5,39,808
5,40,13960
5,41,2574
5,42,2487
5,43,4238
5,44,3387
5,45,4178
5,46,4731
5,47,6407
5,48,936
5,49,0
5,50,5073
5,51,2889
5,52,6549
5,53,449
5,54,4836
5,55,0
5,56,0
5,57,0
5,58,1706
5,59,0
5,60,0
5,61,0
5,62,0
5,63,0
6,0,0
6,1,0
6,2,0
6,3,0
6,4,10538
6,5,14051
6,6,0
6,7,1197
6,8,0
6,9,5431
6,10,0
6,11,0
6,12,0
6,13,1490
6,14,0
6,15,0
6,16,0
6,17,11009
6,18,0
6,19,0
6,20,8539
6,21,6074
6,22,0
6,23,549
6,24,133
6,25,90
6,26,141
6,27,0
6,28,1
6,29,5708
6,30,0
6,31,0
6,32,0
6,33,995
6,34,0
6,35,0
6,36,21804
6,37,15630
6,38,0
6,39,1354
6,40,192
6,41,13496
6,42,0
6,43,0
6,44,578
6,45,9289
6,46,0
6,47,163
6,48,0
6,49,2914
6,50,0
6,51,0
6,52,0
6,53,7705
6,54,0
6,55,0
6,56,0
6,57,19268
6,58,0
6,59,0
6,60,5288
6,61,26609
6,62,0
6,63,2526
7,0,0
7,1,12025
7,2,0
7,3,2128
7,4,0
7,5,3741
7,6,0
7,7,0
7,8,19
7,9,12944
7,10,0
7,11,242
7,12,1112
7,13,21681
7,14,0
7,15,0
7,16,2
7,17,6555
7,18,0
7,19,0
7,20,7590
7,21,5775
7,22,0
7,23,1859
7,24,226
7,25,9264
7,26,30
7,27,2755
7,28,19
7,29,6
7,30,0
7,31,0
7,32,0
7,33,0
7,34,0
7,35,0
7,36,0
7,37,0
7,38,0
7,39,0
7,40,0
7,41,6047
7,42,0
7,43,0
7,44,0
7,45,0
7,46,0
7,47,0
7,48,0
7,49,0
7,50,0
7,51,0
7,52,0
7,53,0
7,54,0
7,55,0
7,56,0
7,57,0
7,58,0
7,59,0
7,60,0
7,61,0
7,62,0
7,63,0
8,0,9934
8,1,0
8,2,0
8,3,0
8,4,13369
8,5,2543
8,6,96992
8,7,64480
8,8,0
8,9,0
8,10,0
8,11,0
8,12,7572
8,13,0
8,14,4
8,15,0
8,16,0
8,17,0
8,18,420
8,19,0
8,20,0
8,21,0
8,22,0
8,23,0
8,24,152
8,25,98
8,26,23
8,27,51
8,28,192
8,29,57
8,30,2
8,31,0
8,32,2614
8,33,1
8,34,0
8,35,0
8,36,0
8,37,0
8,38,0
8,39,0
8,40,0
8,41,0
8,42,0
8,43,0
8,44,170
8,45,8
8,46,120
8,47,0
8,48,5
8,49,5
8,50,5
8,51,5
8,52,5
8,53,5
8,54,5
8,55,5
8,56,5
8,57,5
8,58,24
8,59,36
8,60,0
8,61,0
8,62,0
8,63,17
9,0,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,2859
9,9,0
9,10,0
9,11,1
9,12,0
9,13,0
9,14,0
9,15,0
9,16,1
9,17,1
9,18,0
9,19,1
9,20,0
9,21,0
9,22,0
9,23,0
9,24,0
9,25,28
9,26,3
9,27,101
9,28,607
9,29,16
