0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,387
0,9,0
0,10,10496
0,11,243
0,12,0
0,13,0
0,14,26
0,15,6
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,13208
0,33,55
0,34,1
0,35,3
0,36,0
0,37,0
0,38,0
0,39,623
0,40,1
0,41,2
0,42,0
0,43,9878
0,44,2816
0,45,757
0,46,914
0,47,18
0,48,1
0,49,1
0,50,1
0,51,1
0,52,35925
0,53,1
0,54,1
0,55,1
0,56,3
0,57,1
0,58,183
0,59,403
0,60,0
0,61,0
0,62,0
0,63,73
1,0,0
1,1,0
1,2,1
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,2326
1,9,0
1,10,0
1,11,374
1,12,0
1,13,0
1,14,72
1,15,21
1,16,0
1,17,0
1,18,0
1,19,0
1,20,0
1,21,0
1,22,0
1,23,0
1,24,0
1,25,0
1,26,0
1,27,0
1,28,0
1,29,0
1,30,0
1,31,0
1,32,19
1,33,0
1,34,3
1,35,11
1,36,0
1,37,1
1,38,0
1,39,0
1,40,0
1,41,0
1,42,0
1,43,1
1,44,12
1,45,9
1,46,21
1,47,21
1,48,0
1,49,0
1,50,1
1,51,2
1,52,45926
1,53,0
1,54,0
1,55,0
1,56,4
1,57,0
1,58,0
1,59,0
1,60,0
1,61,0
1,62,0
1,63,0
2,0,1471
2,1,2
2,2,0
2,3,79951
2,4,239
2,5,0
2,6,0
2,7,12
2,8,7681
2,9,0
2,10,0
2,11,1179
2,12,0
2,13,0
2,14,290
2,15,36
2,16,1612
2,17,1748
2,18,1135
2,19,3082
2,20,804
2,21,1687
2,22,43
2,23,233
2,24,6546
2,25,0
2,26,726
2,27,204
2,28,2206
2,29,1560
2,30,1195
2,31,829
2,32,304
2,33,1904
2,34,1492
2,35,441
2,36,309
2,37,595
2,38,152
2,39,101
2,40,156
2,41,0
2,42,0
2,43,0
2,44,20
2,45,10411
2,46,41
2,47,821
2,48,74122
2,49,14866
2,50,44442
2,51,17564
2,52,72796
2,53,78494
2,54,8098
2,55,14698
2,56,78100
2,57,8648
2,58,23093
2,59,39516
2,60,27476
2,61,47994
2,62,99880
2,63,22336
3,0,6
3,1,0
3,2,0
3,3,0
3,4,6
3,5,0
3,6,0
3,7,0
3,8,5430
3,9,0
3,10,0
3,11,1663
3,12,5
3,13,0
3,14,633
3,15,55
3,16,202555
3,17,64278
3,18,0
3,19,0
3,20,4
3,21,0
3,22,0
3,23,0
3,24,4
3,25,0
3,26,0
3,27,0
3,28,4
3,29,0
3,30,0
3,31,0
3,32,12
3,33,3
3,34,311
3,35,2
3,36,5
3,37,1
3,38,0
3,39,0
3,40,1047
3,41,0
3,42,1
3,43,0
3,44,1266
3,45,10
3,46,2
3,47,5
3,48,0
3,49,0
3,50,0
3,51,0
3,52,16035
3,53,0
3,54,0
3,55,0
3,56,8
3,57,0
3,58,0
3,59,0
3,60,337
3,61,0
3,62,0
3,63,14
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,0
4,7,0
4,8,80
4,9,0
4,10,0
4,11,156
4,12,0
4,13,0
4,14,28
4,15,0
4,16,0
4,17,0
4,18,0
4,19,0
4,20,0
4,21,0
4,22,0
4,23,0
4,24,0
4,25,0
4,26,0
4,27,0
4,28,0
4,29,0
4,30,0
4,31,0
4,32,3197
4,33,6
4,34,0
4,35,0
4,36,0
4,37,0
4,38,0
4,39,0
4,40,0
4,41,0
4,42,0
4,43,0
4,44,306
4,45,5
4,46,141
4,47,0
4,48,10
4,49,9
4,50,9
4,51,9
4,52,1236
4,53,8
4,54,7
4,55,6
4,56,6
4,57,6
4,58,23
4,59,41
4,60,0
4,61,0
4,62,0
4,63,25
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,3844
5,9,0
5,10,0
5,11,1835
5,12,0
5,13,0
5,14,336
5,15,38
5,16,0
5,17,0
5,18,0
5,19,0
5,20,0
5,21,0
5,22,0
5,23,0
5,24,0
5,25,0
5,26,0
5,27,0
5,28,0
5,29,0
5,30,0
5,31,0
5,32,1
5,33,0
5,34,0
5,35,0
5,36,1
5,37,0
5,38,0
5,39,0
5,40,0
5,41,1
5,42,0
5,43,0
5,44,3
5,45,0
5,46,1
5,47,5
5,48,0
5,49,0
5,50,0
5,51,0
5,52,3338
5,53,0
5,54,1
5,55,0
5,56,18
5,57,0
5,58,0
5,59,0
5,60,0
5,61,0
5,62,0
5,63,0
6,0,36658
6,1,48813
6,2,49924
6,3,23855
6,4,1495
6,5,9419
6,6,4359
6,7,8882
6,8,7092
6,9,3300
6,10,120
6,11,17569
6,12,13799
6,13,767
6,14,6544
6,15,18101
6,16,0
6,17,1
6,18,0
6,19,0
6,20,1
6,21,1
6,22,0
6,23,1
6,24,0
6,25,1
6,26,0
6,27,9
6,28,0
6,29,0
6,30,0
6,31,0
6,32,0
6,33,1
6,34,1
6,35,0
6,36,0
6,37,0
6,38,0
6,39,0
6,40,0
6,41,0
6,42,0
6,43,0
6,44,5
6,45,4
6,46,0
6,47,0
6,48,0
6,49,0
6,50,0
6,51,0
6,52,3918
6,53,1
6,54,0
6,55,0
6,56,2
6,57,1
6,58,0
6,59,0
6,60,0
6,61,2
6,62,0
6,63,0
7,0,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,0
7,8,143
7,9,0
7,10,0
7,11,34
7,12,0
7,13,1
7,14,9
7,15,0
7,16,36950
7,17,27538
7,18,0
7,19,0
7,20,0
7,21,1
7,22,0
7,23,0
7,24,0
7,25,1
7,26,0
7,27,0
7,28,0
7,29,0
7,30,0
7,31,0
7,32,8
7,33,0
7,34,39
7,35,0
7,36,0
7,37,0
7,38,0
7,39,0
7,40,0
7,41,0
7,42,0
7,43,0
7,44,3
7,45,3
7,46,3
7,47,0
7,48,1
7,49,0
7,50,0
7,51,0
7,52,8676
7,53,0
7,54,0
7,55,0
7,56,2
7,57,0
7,58,0
7,59,0
7,60,0
7,61,0
7,62,0
7,63,0
8,0,9877
8,1,0
8,2,726
8,3,2
8,4,0
8,5,0
8,6,6
8,7,4
8,8,63
8,9,0
8,10,0
8,11,74
8,12,0
8,13,179063
8,14,285
8,15,3
8,16,0
8,17,0
8,18,630
8,19,0
8,20,0
8,21,0
8,22,0
8,23,0
8,24,0
8,25,0
8,26,0
8,27,0
8,28,0
8,29,0
8,30,41
8,31,0
8,32,14527
8,33,28
8,34,0
8,35,2
8,36,0
8,37,0
8,38,0
8,39,0
8,40,0
8,41,0
8,42,0
8,43,0
8,44,1595
8,45,9
8,46,411
8,47,0
8,48,6
8,49,6
8,50,6
8,51,6
8,52,6626
8,53,5
8,54,5
8,55,5
8,56,6
8,57,5
8,58,265
8,59,179
8,60,0
8,61,0
8,62,0
8,63,40
9,0,226
9,1,0
9,2,0
9,3,1399
9,4,0
9,5,0
9,6,0
9,7,1818
9,8,187
9,9,0
9,10,0
9,11,1127
9,12,0
9,13,0
9,14,2
9,15,3094
9,16,0
9,17,0
9,18,0
9,19,892
9,20,0
9,21,0
9,22,0
9,23,1885
9,24,0
9,25,0
9,26,0
9,27,45
9,28,0
9,29,0
9,30,0
9,31,211
9,32,2591
9,33,0
